Name,Price,Stock,URL,Description
Varta Batteries High Energy / LongLife Power AA 4+2 pack,USD 5.20,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-high-energy-longlife-power-aa-4-2-pack.html,Varta Batteries High Energy AA 4+2 pack
Varta Batteries High Energy 9 Volt 1pack,USD 4.28,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-high-energy-9-volt-1pack.html,Varta Batteries High Energy 9 Volt 1pack
Varta Batteries High Energy AA 2 pack,USD 2.30,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-high-energy-aa-2-pack.html,Varta Batteries High Energy AA 2 pack
Varta Batteries High Energy AAA 2 pack,USD 2.31,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-high-energy-aaa-2-pack.html,Varta Batteries High Energy AAA 2 pack
Varta Batteries High Energy AAA 4 pack,USD 4.28,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-high-energy-aaa-4-pack.html,Varta Batteries High Energy AAA 4 pack
Varta Batteries High Energy C Size 2 pack,USD 4.31,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-high-energy-c-size-2-pack.html,Varta Batteries High Energy C Size 2 pack
Varta Batteries High Energy D Size 2 pack,USD 6.58,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-high-energy-d-size-2-pack.html,Varta Batteries High Energy D Size 2 pack
Varta Batteries Long Life 9 Volt 1 pack,USD 3.74,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-9-volt-1-pack.html,Varta Batteries Long Life 9 Volt 1 pack
Varta Batteries Long Life AA 2 pack,USD 1.92,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-aa-2-pack.html,Varta Batteries Long Life AA 2 pack
Varta Batteries Long Life AA 24 pack,USD 17.76,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-aa-24-pack.html,Tile Mopane Peach 35x35 2.0M DER410000A
Varta Batteries Long Life AA 4 pack,USD 3.25,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-aa-4-pack.html,Varta Batteries Long Life AA 4 pack
Varta Batteries Long Life AA 6 pack,USD 4.78,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-aa-6-pack.html,Varta Batteries Long Life AA 6 pack
Varta Batteries Long Life AAA 2 pack,USD 1.91,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-aaa-2-pack.html,Varta Batteries Long Life AAA 2 pack
Varta Batteries Long Life AAA 24 pack,USD 19.45,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-aaa-24-pack.html,Tile Mosaic Desert Plains Sand (/sheet) 30x30 MMSD2.5
Varta Batteries Long Life AAA 4 pack,USD 3.29,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-aaa-4-pack.html,Varta Batteries Long Life AAA 4 pack
Varta Batteries Long Life C Size 2 pack,USD 3.78,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-c-size-2-pack.html,Varta Batteries Long Life C Size 2 pack
Varta Batteries Long Life D Size 2 pack,USD 6.30,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-d-size-2-pack.html,Varta Batteries Long Life D Size 2 pack
Varta Batteries Long Life Rechargeable 9V 1pack,USD 12.60,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-rechargeable-9v-1pack.html,Varta Batteries Long Life Rechargeable 9V 1pack
Varta Batteries Long Life Rechargeable AA 2 pack,USD 10.88,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-rechargeable-aa-2-pack.html,Varta Batteries Long Life Rechargeable AA 2 pack
Varta Batteries Long Life Rechargeable AA 4 pack,USD 18.86,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-rechargeable-aa-4-pack.html,Varta Batteries Long Life Rechargeable AA 4 pack
Varta Batteries Long Life Rechargeable AAA 2 pack,USD 6.21,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-rechargeable-aaa-2-pack.html,Varta Batteries Long Life Rechargeable AAA 2 pack
Varta Batteries Long Life Rechargeable D2 pack,USD 18.00,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-long-life-rechargeable-d2-pack.html,Varta Batteries Long Life Rechargeable D2 pack
Varta Batteries LongLife Power AA 4 pack,USD 4.13,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-longlife-power-aa-4-pack.html,Varta Batteries High Energy AA 4 pack
Varta Batteries Pro Electronics CR1216 1 pack,USD 2.32,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-electronics-cr1216-1-pack.html,Varta Batteries Pro Electronics CR1216 1 pack
Varta Batteries Pro Electronics CR1220 1 pack,USD 2.50,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-electronics-cr1220-1-pack.html,Varta Batteries Pro Electronics CR1220 1 pack
Varta Batteries Pro Electronics CR1616 1 pack,USD 2.05,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-electronics-cr1616-1-pack.html,Varta Batteries Pro Electronics CR1616 1 pack
Varta Batteries Pro Electronics CR1620 1 pack,USD 2.76,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-electronics-cr1620-1-pack.html,Varta Batteries Pro Electronics CR1620 1 pack
Varta Batteries Pro Electronics CR2016 1 pack,USD 1.29,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-electronics-cr2016-1-pack.html,Varta Batteries Pro Electronics CR2016 1 pack
Varta Batteries Pro Electronics CR2025 1 pack,USD 1.29,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-electronics-cr2025-1-pack.html,Varta Batteries Pro Electronics CR2025 1 pack
Varta Batteries Pro Electronics CR2032 1 pack,USD 1.30,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-electronics-cr2032-1-pack.html,Varta Batteries Pro Electronics CR2032 1 pack
Varta Batteries Pro Electronics CR2032 2 Pack,USD 2.55,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-electronics-cr2032-2-pack.html,Varta Batteries Pro Electronics CR2032 2 Pack
Varta Batteries Pro Electronics V13GA 1 pack,USD 1.29,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-electronics-v13ga-1-pack.html,Varta Batteries Pro Electronics V13GA 1 pack
Varta Batteries Pro Electronics V23GA 1 pack,USD 1.91,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-electronics-v23ga-1-pack.html,Varta Batteries Pro Electronics V23GA 1 pack
Varta Batteries Pro Electronics V23GA 2 pack,USD 4.04,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-electronics-v23ga-2-pack.html,Varta Batteries Pro Electronics V23GA 2 pack
Varta Batteries Pro Electronics V76PX 1 pack,USD 3.13,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-electronics-v76px-1-pack.html,Varta Batteries Pro Electronics V76PX 1 pack
Varta Batteries Pro Lithium 2CR5 1 pack,USD 2.20,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-lithium-2cr5-1-pack.html,Varta Batteries Pro Lithium 2CR5 1 pack
Varta Batteries Pro Lithium 9 Volt 1 pack,USD 22.30,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-lithium-9-volt-1-pack.html,Varta Batteries Pro Lithium 9 Volt 1 pack
Varta Batteries Pro Lithium AA 2 pack,USD 10.74,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-lithium-aa-2-pack.html,Varta Batteries Pro Lithium AA 2 pack
Varta Batteries Pro Lithium AAA 2 pack,USD 6.22,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-lithium-aaa-2-pack.html,Varta Batteries Pro Lithium AAA 2 pack
Varta Batteries Pro Lithium CR123A 1 pack,USD 4.82,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-lithium-cr123a-1-pack.html,Varta Batteries Pro Lithium CR123A 1 pack
Varta Batteries Pro Lithium CR2 1 pack,USD 4.91,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-pro-lithium-cr2-1-pack.html,Varta Batteries Pro Lithium CR2 1 pack
Varta Batteries Super Life AAA 4 pack,USD 2.17,Unknown,https://halsteds.co.zw/msasa_store/varta-batteries-super-life-aaa-4-pack.html,Varta Batteries Super Life AAA 4 pack
Willards Battery 622,USD 107.62,Unknown,https://halsteds.co.zw/msasa_store/willards-battery-622.html,Willards Battery 622
Willards Battery 629,USD 99.51,Unknown,https://halsteds.co.zw/msasa_store/willards-battery-629.html,Willards Battery 629
Willards Battery 636,USD 101.86,Unknown,https://halsteds.co.zw/msasa_store/willards-battery-636.html,Willards Battery 636
Willards Battery 638,USD 119.12,Unknown,https://halsteds.co.zw/msasa_store/willards-battery-638.html,Willards Battery 638
Willards Battery 639,USD 119.12,Unknown,https://halsteds.co.zw/msasa_store/willards-battery-639.html,Willards Battery 639
Willards Battery 652,USD 132.83,Unknown,https://halsteds.co.zw/msasa_store/willards-battery-652.html,Willards Battery 652
Willards Battery 657,USD 137.84,Unknown,https://halsteds.co.zw/msasa_store/willards-battery-657.html,Willards Battery 657
Willards Battery 668,USD 154.63,Unknown,https://halsteds.co.zw/msasa_store/willards-battery-668.html,Willards Battery 668
Willards Battery 669,USD 154.63,Unknown,https://halsteds.co.zw/msasa_store/willards-battery-669.html,Willards Battery 669
Xmpla Solar Cable 4mm Black Per Metre,USD 0.16,Unknown,https://halsteds.co.zw/msasa_store/xmpla-solar-cable-4mm-black-per-metre.html,Solar Cable 4mm Black Per Metre
Gedore Blue Pliers Telephone 200mm 8312-200,USD 33.01,Unknown,https://halsteds.co.zw/msasa_store/gedore-blue-pliers-telephone-200mm-8312-200.html,Gedore Blue Pliers Telephone 200mm 8312-200
Gedore Red Pliers Long Nosed 200mm 3301133 R28502200,USD 20.83,Unknown,https://halsteds.co.zw/msasa_store/gedore-red-pliers-long-nosed-200mm-3301133-r28502200.html,Gedore Red Pliers Long Nosed 200mm 3301133 R28502200
Gedore Red Pliers Vice Grip Locking 185mm R27200007,USD 12.49,Unknown,https://halsteds.co.zw/msasa_store/gedore-red-pliers-vice-grip-locking-185mm-r27200007.html,Gedore Red Pliers Vice Grip Locking 185mm R27200007
Gedore Red Pliers Vice Grip Locking 225mm 3301178 R27200010,USD 14.78,Unknown,https://halsteds.co.zw/msasa_store/gedore-red-pliers-vice-grip-locking-225mm-3301178-r27200010.html,Gedore Red Pliers Vice Grip Locking 225mm 3301178 R27200010
Gedore Red Pliers Water Pump 10in 3301175 R28100010,USD 13.31,Unknown,https://halsteds.co.zw/msasa_store/gedore-red-pliers-water-pump-10in-3301175-r28100010.html,Gedore Red Pliers Water Pump 10in 3301175 R28100010
Gedore Red Side Cutters 200mm 3301128 R28422200,USD 32.53,Unknown,https://halsteds.co.zw/msasa_store/gedore-red-side-cutters-200mm-3301128-r28422200.html,Gedore Red Side Cutters 200mm 3301128 R28422200
Gedore Red Tower Pincer 250mm R28924110,USD 10.53,Unknown,https://halsteds.co.zw/msasa_store/gedore-red-tower-pincer-250mm-r28924110.html,Academy Superior Radiator Roller 160mm F5968
Pliers Combination Circlip 4 In 1,USD 11.35,Unknown,https://halsteds.co.zw/msasa_store/pliers-combination-circlip-4-in-1.html,Pliers Combination Circlip 4 In 1
Titan Pliers Fencing 300mm Heavy Duty,USD 19.94,Unknown,https://halsteds.co.zw/msasa_store/titan-pliers-fencing-300mm-heavy-duty.html,Titan Pliers Fencing 300mm Heavy Duty
Topline Pliers Combination 165mm,USD 7.71,Unknown,https://halsteds.co.zw/msasa_store/topline-pliers-combination-165mm.html,Topline Pliers Combination 165mm
Topline Pliers Combination 200mm,USD 10.07,Unknown,https://halsteds.co.zw/msasa_store/topline-pliers-combination-200mm.html,Topline Pliers Combination 200mm
Topline Pliers Crimping,USD 8.31,Unknown,https://halsteds.co.zw/msasa_store/topline-pliers-crimping.html,Topline Pliers Crimping
Topline Pliers Diagonal 190mm,USD 9.22,Unknown,https://halsteds.co.zw/msasa_store/topline-pliers-diagonal-190mm.html,Topline Pliers Diagonal 190mm
Topline Pliers Long Nose 160/165mm,USD 6.93,Unknown,https://halsteds.co.zw/msasa_store/topline-pliers-long-nose-160-165mm.html,Topline Pliers Long Nose 160/165mm
Topline Pliers Long Nose 200mm,USD 9.25,Unknown,https://halsteds.co.zw/msasa_store/topline-pliers-long-nose-200mm.html,Topline Pliers Long Nose 200mm
Topline Pliers Mini Set 3pc TP4967,USD 13.54,Unknown,https://halsteds.co.zw/msasa_store/topline-pliers-mini-set-3pc-tp4967.html,Topline Pliers Mini Set 3pc TP4967
Topline Pliers Set 3pc TP4679,USD 19.22,Unknown,https://halsteds.co.zw/msasa_store/topline-pliers-set-3pc-tp4679.html,Topline Pliers Set 3pc TP4679
Topline Pliers Water Pump 250mm,USD 12.21,Unknown,https://halsteds.co.zw/msasa_store/topline-pliers-water-pump-250mm.html,Topline Pliers Water Pump 250mm
Topline Prof Fencing Plier 250mm,USD 17.57,Unknown,https://halsteds.co.zw/msasa_store/topline-prof-fencing-plier-250mm.html,Topline Prof Fencing Plier 250mm
Topline Screwdriver and Pliers Set 9Pce,USD 32.27,Unknown,https://halsteds.co.zw/msasa_store/topline-screwdriver-and-pliers-set-9pce.html,Topline Screwdriver and Pliers Set 9Pce
Wembley Pliers Combination 6,USD 8.08,Unknown,https://halsteds.co.zw/msasa_store/wembley-pliers-combination-6.html,Wembley Plier Combination 6
Wembley Pliers Diagonal 6,USD 6.67,Unknown,https://halsteds.co.zw/msasa_store/wembley-pliers-diagonal-6.html,Wembley Plier Diagonal 6
Wembley Pliers Diagonal 8,USD 8.96,Unknown,https://halsteds.co.zw/msasa_store/wembley-pliers-diagonal-8.html,Wembley Plier Diagonal 8
Wembley Pliers Fencing 10,USD 17.58,Unknown,https://halsteds.co.zw/msasa_store/wembley-pliers-fencing-10.html,Wembley Plier Fencing 10
Wembley Pliers Fencing 12,USD 19.64,Unknown,https://halsteds.co.zw/msasa_store/wembley-pliers-fencing-12.html,Wembley Plier Fencing 12
Wembley Pliers Long Nose 6,USD 5.81,Unknown,https://halsteds.co.zw/msasa_store/wembley-pliers-long-nose-6.html,Wembley Plier Long Nose 6
Wembley Pliers Long Nose 8,USD 8.69,Unknown,https://halsteds.co.zw/msasa_store/wembley-pliers-long-nose-8.html,Wembley Plier Long Nose 8
Wembley Pliers Set 3pc,USD 9.00,Unknown,https://halsteds.co.zw/msasa_store/wembley-pliers-set-3pc.html,Wembley Plier Set 3pc
Wembley Pliers Vice Grip Locking 250mm,USD 9.07,Unknown,https://halsteds.co.zw/msasa_store/wembley-pliers-vice-grip-locking-250mm.html,Wembley Pliers Vice Grip Locking 250mm
Bosch Angle Grinder 115mm 700 GWS Professional,USD 62.62,Unknown,https://halsteds.co.zw/msasa_store/bosch-angle-grinder-115mm-700-gws-professional.html,Bosch Angle Grinder 115mm 700 GWS Professional
Bosch Backing Pad for Grinder 115mm,USD 12.40,Unknown,https://halsteds.co.zw/msasa_store/bosch-backing-pad-for-grinder-115mm.html,Bosch Backing Pad for Grinder 115mm
Bosch Blades Planer 82.mm TC,USD 17.27,Unknown,https://halsteds.co.zw/msasa_store/bosch-blades-planer-82-mm-tc.html,Bosch Blades Planer 82.mm TC
Bosch Blue Angle Grinder 9in 2000W GWS 20-230mm,USD 149.99,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-angle-grinder-9in-2000w-gws-20-230mm.html,Bosch Blue Angle Grinder 9in 2000W GWS 20-230mm
Bosch Blue Blower Industrial GBL 800E,USD 126.53,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-blower-industrial-gbl-800e.html,Bosch Blue Blower Industrial GBL 800E
Bosch Blue Drill Breaker Hammer GSH 27 VC,USD 2962.27,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-drill-breaker-hammer-gsh-27-vc.html,Bosch Blue Drill Breaker Hammer GSH 27 VC
Bosch Blue Drill Impact 13mm GSB 19-2RE,USD 324.50,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-drill-impact-13mm-gsb-19-2re.html,Bosch Blue Drill Impact 13mm GSB 19-2RE
Bosch Blue Drill Impact 13mm GSB 24-2,USD 415.37,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-drill-impact-13mm-gsb-24-2.html,Bosch Blue Drill Impact 13mm GSB 24-2
Bosch Blue Drill Impact SD 13mm GSB 13RE,USD 126.24,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-drill-impact-sd-13mm-gsb-13re.html,Bosch Blue Drill Impact SD 13mm GSB 13RE
Bosch Blue Dumpy Level GOL 26D,USD 334.12,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-dumpy-level-gol-26d.html,Bosch Blue Dumpy Level GOL 26D
Bosch Blue Heat Gun GHG 23-66 2300W LCD,USD 226.32,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-heat-gun-ghg-23-66-2300w-lcd.html,Bosch Blue Heat Gun GHG 23-66 2300W LCD
Bosch Blue Jigsaw GST650 450W,USD 80.71,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-jigsaw-gst650-450w.html,Bosch Blue Jigsaw GST650 450W
Bosch Blue Mitre Saw GCM 10MX,USD 580.81,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-mitre-saw-gcm-10mx.html,Bosch Blue Mitre Saw GCM 10MX
Bosch Blue Orbital Sander GSS 23 AE,USD 169.97,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-orbital-sander-gss-23-ae.html,Bosch Blue Orbital Sander GSS 23 AE
Bosch Blue Planer Industrial GHO 26-82 D,USD 287.64,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-planer-industrial-gho-26-82-d.html,Bosch Blue Planer Industrial GHO 26-82 D
Bosch Blue Professional Demolition Hammer GSH 16-28,USD 1963.36,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-professional-demolition-hammer-gsh-16-28.html,Bosch Blue Breaker Toolholder GSH 16-28
Bosch Blue Rotary Hammer 5kg GBH 5-40 DE,USD 708.76,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-rotary-hammer-5kg-gbh-5-40-de.html,Bosch Blue Rotary Hammer 5kg GBH 5-40 DE
Bosch Blue Sander Eccentris 125mm GEX125AC / 125AE,USD 143.82,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-sander-eccentris-125mm-gex125ac-125ae.html,Bosch Blue Sander Eccentris 125mm GEX125AC / 125AE
Bosch Blue Staff GR 500,USD 119.57,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-staff-gr-500.html,Bosch Blue Staff GR 500
Bosch Blue Table Mitre Saw GTA 2600,USD 265.97,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-table-mitre-saw-gta-2600.html,Bosch Blue Table Mitre Saw GTA 2600
Bosch Blue Table Saw GTS 10 XC,USD 1565.40,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-table-saw-gts-10-xc.html,Bosch Blue Table Saw GTS 10 XC
Bosch Blue Tripod Stand BT150 Camera,USD 81.58,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-tripod-stand-bt150-camera.html,Bosch Blue Tripod Stand BT150 Camera
Bosch Blue Tripod Stand BT160/170 Dumpy,USD 126.74,Unknown,https://halsteds.co.zw/msasa_store/bosch-blue-tripod-stand-bt160-170-dumpy.html,Bosch Blue Tripod Stand BT160 Dumpy
Bosch Carbon Brush Set GSB16RE/GSB19-2E/GSB21-2RE,USD 18.48,Unknown,https://halsteds.co.zw/msasa_store/bosch-carbon-brush-set-gsb16re-gsb19-2e-gsb21-2re.html,Bosch Carbon Brush Set GSB16RE/GSB19-2E/GSB21-2RE
Bosch Carbon Brush Set GWS20,USD 16.48,Unknown,https://halsteds.co.zw/msasa_store/bosch-carbon-brush-set-gws20.html,Bosch Carbon Brush Set GWS20
Bosch Chisel Bit Flat 520x28x28mm Hex Shank,USD 73.97,Unknown,https://halsteds.co.zw/msasa_store/bosch-chisel-bit-flat-520x28x28mm-hex-shank.html,Bosch Chisel Bit Flat 520x28x28mm Hex Shank
Bosch Chisel Pointed SDS Plus 250mm,USD 23.10,Unknown,https://halsteds.co.zw/msasa_store/bosch-chisel-pointed-sds-plus-250mm.html,Bosch Chisel Pointed SDS Plus 250mm
Bosch Chuck Key 10-13mm S2,USD 3.27,Unknown,https://halsteds.co.zw/msasa_store/bosch-chuck-key-10-13mm-s2.html,Bosch Chuck Key 10-13mm S2
Bosch Chuck Key 10mm S14,USD 4.15,Unknown,https://halsteds.co.zw/msasa_store/bosch-chuck-key-10mm-s14.html,Bosch Chuck Key 10mm S14
Bosch Compact Food Processor 1250W MC812M844,USD 108.91,Unknown,https://halsteds.co.zw/msasa_store/bosch-compact-food-processor-1250w-mc812m844.html,Bosch Compact Food Processor 1250W MC812M844
Bosch Cooker Hood Built Under DHU635GZA / DHU635HZA,USD 193.14,Unknown,https://halsteds.co.zw/msasa_store/bosch-cooker-hood-built-under-dhu635gza-dhu635hza.html,Bosch Cooker Hood Built Under DHU635GZA / DHU635HZA
Bosch Cordless Impact Drill/Driver 12V GSB 120-LI 06019G9100,USD 188.60,Unknown,https://halsteds.co.zw/msasa_store/bosch-cordless-impact-drill-driver-12v-gsb-120-li-06019g9100.html,Bosch Cordless Impact Drill/Driver 12V GSB 120-LI 06019G9100
Bosch Cutting Disc Metal 230mm x 3 x22.23,USD 3.29,Unknown,https://halsteds.co.zw/msasa_store/bosch-cutting-disc-metal-230mm-x-3-x22-23.html,Bosch Cutting Disc Metal 230mm x 3 x22.23
Bosch Cutting Disc Rapido115mm x 1.0x22.23mm,USD 2.55,Unknown,https://halsteds.co.zw/msasa_store/bosch-cutting-disc-rapido115mm-x-1-0x22-23mm.html,Bosch Cutting Disc Rapido115mm x 1.0x22.23mm
Bosch Diamond Blade Segmented 115mm x 22.23x1.7,USD 11.58,Unknown,https://halsteds.co.zw/msasa_store/bosch-diamond-blade-segmented-115mm-x-22-23x1-7.html,Bosch Diamond Blade Segmented 115mm x 22.23x1.7
Bosch Disc 3in1-125mm x 2.5mm,USD 2.45,Unknown,https://halsteds.co.zw/msasa_store/bosch-disc-3in1-125mm-x-2-5mm.html,Bosch Disc 3in1-125mm x 2.5mm
Bosch DIY Measuring Tool Zamo 20m 3 in 1,USD 210.06,Unknown,https://halsteds.co.zw/msasa_store/bosch-diy-measuring-tool-zamo-20m-3-in-1.html,Bosch DIY Measuring Tool Zamo 20m 3 in 1
Bosch DIY Screwdriver IXO Cordless,USD 83.44,Unknown,https://halsteds.co.zw/msasa_store/bosch-diy-screwdriver-ixo-cordless.html,Bosch DIY Screwdriver IXO Cordless
Bosch Drill Adaptor Chuck SDS to 1/2x 20 UNF (101813),USD 45.49,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-adaptor-chuck-sds-to-1-2x-20-unf-101813.html,Bosch Drill Adaptor Chuck SDS to 1/2x 20 UNF
Bosch Drill Bit HSS 13Pc Set,USD 16.96,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-13pc-set.html,Bosch Drill Bit HSS 13Pc Set
Bosch Drill Bit HSS TeQ 10.0mm 1Pc,USD 15.56,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-10-0mm-1pc.html,Bosch Drill Bit HSS TeQ 10.0mm 1Pc
Bosch Drill Bit HSS TeQ 12.0mm 1Pc,USD 25.81,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-12-0mm-1pc.html,Bosch Drill Bit HSS TeQ 12.0mm 1Pc
Bosch Drill Bit HSS TeQ 2.0mm 2Pc,USD 1.54,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-2-0mm-2pc.html,Bosch Drill Bit HSS TeQ 2.0mm 2Pc
Bosch Drill Bit HSS TeQ 2.5mm 2Pc,USD 1.54,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-2-5mm-2pc.html,Bosch Drill Bit HSS TeQ 2.5mm 2Pc
Bosch Drill Bit HSS TeQ 3.0mm 2Pc,USD 1.71,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-3-0mm-2pc.html,Bosch Drill Bit HSS TeQ 3.0mm 2Pc
Bosch Drill Bit HSS TeQ 3.2mm 2Pc,USD 1.71,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-3-2mm-2pc.html,Bosch Drill Bit HSS TeQ 3.2mm 2Pc
Bosch Drill Bit HSS TeQ 3.5mm 2Pc,USD 1.71,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-3-5mm-2pc.html,Bosch Drill Bit HSS TeQ 3.5mm 2Pc
Bosch Drill Bit HSS TeQ 4.0mm 2Pc,USD 2.25,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-4-0mm-2pc.html,Bosch Drill Bit HSS TeQ 4.0mm 2Pc
Bosch Drill Bit HSS TeQ 4.2mm 1Pc,USD 2.23,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-4-2mm-1pc.html,Bosch Drill Bit HSS TeQ 4.2mm 1Pc
Bosch Drill Bit HSS TeQ 4.5mm 1Pc,USD 3.66,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-4-5mm-1pc.html,Bosch Drill Bit HSS TeQ 4.5mm 1Pc
Bosch Drill Bit HSS TeQ 5.0mm 1Pc,USD 3.17,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-5-0mm-1pc.html,Bosch Drill Bit HSS TeQ 5.0mm 1Pc
Bosch Drill Bit HSS TeQ 5.5mm 1Pc,USD 3.08,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-5-5mm-1pc.html,Bosch Drill Bit HSS TeQ 5.5mm 1Pc
Bosch Drill Bit HSS TeQ 6.0mm 1Pc,USD 4.17,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-6-0mm-1pc.html,Bosch Drill Bit HSS TeQ 6.0mm 1Pc
Bosch Drill Bit HSS TeQ 7.0mm 1Pc,USD 9.06,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-7-0mm-1pc.html,Bosch Drill Bit HSS TeQ 7.0mm 1Pc
Bosch Drill Bit HSS TeQ 8.0mm 1Pc,USD 14.63,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-hss-teq-8-0mm-1pc.html,Bosch Drill Bit HSS TeQ 8.0mm 1Pc
Bosch Drill Bit Masonry 13mm,USD 5.84,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-masonry-13mm.html,Bosch Drill Bit Masonry 13mm
Bosch Drill Bit Masonry 14mm,USD 6.65,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-masonry-14mm.html,Bosch Drill Bit Masonry 14mm
Bosch Drill Bit Masonry 16mm,USD 6.98,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-masonry-16mm.html,Bosch Drill Bit Masonry 16mm
Bosch Drill Bit Masonry Pro 10mm,USD 4.46,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-masonry-pro-10mm.html,Bosch Drill Bit Masonry Pro 10mm
Bosch Drill Bit Masonry Pro 12mm,USD 5.31,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-masonry-pro-12mm.html,Bosch Drill Bit Masonry Pro 12mm
Bosch Drill Bit Masonry Pro 4mm,USD 1.99,Unknown,https://halsteds.co.zw/msasa_store/bosch-drill-bit-masonry-pro-4mm.html,Bosch Drill Bit Masonry Pro 4mm
